"YearBuilt","YearRemodeled","Condition","FinSqFt","Bedroom","FullBath","HalfBath","LotSize","TotalValue","City"
1951,2015,"Good",4509,4,4,1,6.13,1262700,"CHARLOTTESVILLE"
2001,0,"Good",3279,5,4,0,5.004,775500,"CHARLOTTESVILLE"
1999,0,"Average",3192,4,4,1,2.26,852600,"CHARLOTTESVILLE"
2008,0,"Excellent",4610,5,4,1,2.01,1172300,"CHARLOTTESVILLE"
1952,0,"Average",872,0,1,0,71.9,1854200,"CHARLOTTESVILLE"
1966,0,"Average",2240,5,3,1,3.271,844100,"CHARLOTTESVILLE"
1980,0,"Average",2280,3,2,0,5.017,872000,"CHARLOTTESVILLE"
1977,0,"Average",1780,3,2,0,0.82,378700,"CHARLOTTESVILLE"
1995,0,"Average",1704,3,2,1,1.6,361200,"CHARLOTTESVILLE"
1976,0,"Average",2550,3,2,1,1.567,503300,"CHARLOTTESVILLE"
1968,0,"Average",2452,2,2,1,4.406,562600,"CHARLOTTESVILLE"
1984,0,"Average",3169,3,2,1,1.292,802500,"CHARLOTTESVILLE"
1970,0,"Good",3876,4,4,1,3.347,2373500,"CHARLOTTESVILLE"
1983,0,"Average",3192,4,3,1,1.563,934700,"CHARLOTTESVILLE"
1978,0,"Average",3604,5,3,1,1.471,1193500,"CHARLOTTESVILLE"
1979,0,"Average",2801,3,2,1,1.584,740200,"CHARLOTTESVILLE"
1980,0,"Good",2720,3,2,2,1.662,804200,"CHARLOTTESVILLE"
1981,2002,"Good",6747,5,4,1,1.172,1786600,"CHARLOTTESVILLE"
1970,0,"Average",3069,3,2,1,1.19,656900,"CHARLOTTESVILLE"
1977,0,"Average",2361,3,2,1,1.326,810400,"CHARLOTTESVILLE"
1970,0,"Average",3021,3,2,1,1.087,737200,"CHARLOTTESVILLE"
2004,0,"Good",2577,4,3,0,0.176,431500,"CROZET"
2004,0,"Good",2037,4,2,2,0.14,331400,"CROZET"
2010,0,"Excellent",2230,4,3,1,0.237,455900,"CROZET"
2004,0,"Good",2261,4,2,1,0.268,351200,"CHARLOTTESVILLE"
2000,0,"Good",2622,5,2,1,0.291,431600,"CHARLOTTESVILLE"
2000,0,"Good",2219,4,2,2,0.292,391400,"CHARLOTTESVILLE"
2002,0,"Good",2581,3,2,1,0.311,397000,"CHARLOTTESVILLE"
2001,0,"Good",2393,4,2,1,0.265,376900,"CHARLOTTESVILLE"
2005,0,"Good",1616,3,2,1,0.048,224700,"CHARLOTTESVILLE"
2004,0,"Good",1188,2,2,1,0.032,184700,"CHARLOTTESVILLE"
2013,0,"Excellent",1044,2,2,0,0.023,206100,"CHARLOTTESVILLE"
2007,0,"Good",3109,5,4,1,0.908,666900,"CHARLOTTESVILLE"
2004,0,"Good",2279,3,3,0,1.241,584400,"CHARLOTTESVILLE"
2011,0,"Excellent",1724,4,3,1,0.175,325300,"CROZET"
2009,0,"Good",1919,3,2,0,0.173,345600,"CROZET"
2008,0,"Good",1224,2,2,1,0.034,175100,"CROZET"
2013,0,"Excellent",1222,3,2,1,0.092,203900,"CROZET"
2012,0,"Excellent",1404,3,2,0,0.133,332100,"CROZET"
2012,0,"Excellent",3080,4,2,1,0.145,457600,"CROZET"
2012,0,"Excellent",1606,3,3,1,0.039,282800,"CHARLOTTESVILLE"
2012,0,"Excellent",1606,3,2,1,0.039,284500,"CHARLOTTESVILLE"
2013,0,"Excellent",2044,3,3,1,0.113,384900,"CHARLOTTESVILLE"
2016,0,"Average",3669,5,4,1,0.475,556700,"CROZET"
2002,0,"Good",4604,6,6,1,21.55,1021100,"CHARLOTTESVILLE"
1976,2008,"Good",3631,4,3,1,1.537,718900,"CHARLOTTESVILLE"
1962,0,"Fair",1787,4,3,0,0.726,380500,"CHARLOTTESVILLE"
1966,0,"Average",3937,4,2,2,1.69,625200,"CHARLOTTESVILLE"
2001,0,"Average",2614,4,2,1,4.151,452000,"CHARLOTTESVILLE"
1967,0,"Average",2820,3,3,0,2.83,588800,"CHARLOTTESVILLE"
1969,0,"Good",1596,3,2,0,1.56,401700,"CHARLOTTESVILLE"
1975,0,"Average",2273,4,3,0,1.537,508900,"CHARLOTTESVILLE"
1975,0,"Average",2240,4,2,1,1.337,420900,"CHARLOTTESVILLE"
1974,0,"Average",1740,4,3,0,1.433,423700,"CHARLOTTESVILLE"
1970,0,"Average",3512,4,4,1,1.4,1139000,"CHARLOTTESVILLE"
1977,0,"Good",2540,4,3,1,1.76,775400,"CHARLOTTESVILLE"
1980,0,"Average",3835,5,2,2,1.648,1034200,"CHARLOTTESVILLE"
1987,0,"Average",3003,4,3,1,1.651,937200,"CHARLOTTESVILLE"
1969,0,"Good",4316,4,3,2,1.269,1298400,"CHARLOTTESVILLE"
1987,0,"Average",3120,3,2,1,2.039,730700,"CHARLOTTESVILLE"
1978,0,"Average",2169,3,2,1,1.011,704900,"CHARLOTTESVILLE"
1965,0,"Good",3959,3,3,2,1.71,1637200,"CHARLOTTESVILLE"
1961,1998,"Good",2993,4,4,1,1.19,1087300,"CHARLOTTESVILLE"
1983,0,"Good",2589,3,3,1,0,800400,"CHARLOTTESVILLE"
1998,0,"Average",2511,3,2,1,0.142,760300,"CHARLOTTESVILLE"
1984,0,"Good",2464,3,3,1,0,657000,"CHARLOTTESVILLE"
1986,0,"Average",2716,3,2,1,0,779500,"CHARLOTTESVILLE"
1988,0,"Good",2701,4,4,0,0,654400,"CHARLOTTESVILLE"
1984,0,"Good",2018,4,2,1,2.904,567300,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1982,0,"Good",2032,4,3,0,0.4439,331800,"CHARLOTTESVILLE"
1982,0,"Average",1313,3,2,0,0.3267,259000,"CHARLOTTESVILLE"
1982,0,"Average",1337,2,1,1,0.2402,239500,"CHARLOTTESVILLE"
1980,0,"Good",1792,3,2,1,0.173,258700,"CHARLOTTESVILLE"
1986,0,"Good",1802,3,2,1,0.15,230700,"CHARLOTTESVILLE"
1986,0,"Good",1802,3,2,1,0.159,229500,"CHARLOTTESVILLE"
1981,0,"Average",1230,3,1,1,0.079,153600,"CHARLOTTESVILLE"
1983,0,"Average",956,2,2,0,0,163900,"CHARLOTTESVILLE"
1983,0,"Average",1311,2,1,1,0,182100,"CHARLOTTESVILLE"
1983,0,"Average",1351,2,2,1,0,183600,"CHARLOTTESVILLE"
1987,0,"Average",1285,2,3,1,0,213400,"CHARLOTTESVILLE"
1981,0,"Average",1384,3,1,1,0,178500,"CHARLOTTESVILLE"
1983,0,"Average",1364,2,2,1,0,180100,"CHARLOTTESVILLE"
1984,0,"Fair",1348,2,1,1,0,164500,"CHARLOTTESVILLE"
1987,0,"Average",1419,3,2,1,0,216100,"CHARLOTTESVILLE"
1973,0,"Fair",1428,3,1,1,0,142200,"CHARLOTTESVILLE"
1974,0,"Average",949,2,1,1,0,104700,"CHARLOTTESVILLE"
1974,0,"Average",949,2,1,1,0,104700,"CHARLOTTESVILLE"
1974,0,"Average",949,2,1,1,0,104700,"CHARLOTTESVILLE"
1976,0,"Average",1120,3,1,0,0,213200,"CHARLOTTESVILLE"
1971,0,"Average",2094,3,2,1,0,265600,"CHARLOTTESVILLE"
1973,0,"Average",3162,4,2,1,0,300100,"CHARLOTTESVILLE"
1972,0,"Average",2226,3,3,0,0,258500,"CHARLOTTESVILLE"
1973,0,"Average",1520,3,2,0,0,258500,"CHARLOTTESVILLE"
1974,0,"Average",2790,4,2,0,0,279800,"CHARLOTTESVILLE"
1973,0,"Average",1502,3,2,0,0,257600,"CHARLOTTESVILLE"
1971,0,"Average",1428,3,1,1,0,153300,"CHARLOTTESVILLE"
1971,0,"Average",1428,3,1,1,0,163400,"CHARLOTTESVILLE"
1973,0,"Good",1428,3,1,1,0,163800,"CHARLOTTESVILLE"
1972,0,"Average",1428,3,1,1,0,153300,"CHARLOTTESVILLE"
1971,0,"Average",1428,3,1,1,0,158300,"CHARLOTTESVILLE"
2007,0,"Good",1257,2,2,0,0,171200,"CHARLOTTESVILLE"
1959,0,"Average",2320,4,2,1,3.34,284000,"CHARLOTTESVILLE"
2005,0,"Good",2208,4,2,1,0.05,284800,"CROZET"
2005,0,"Good",2208,4,2,1,0.07,292800,"CROZET"
2003,0,"Good",2192,4,2,1,0.119,313700,"CROZET"
2004,0,"Good",1593,3,2,0,0.086,244000,"CROZET"
2004,0,"Good",1593,3,2,0,0.091,256300,"CROZET"
2000,0,"Good",1878,3,2,1,0.318,374400,"CROZET"
2003,0,"Good",1958,4,2,1,0.274,374400,"CROZET"
2006,0,"Good",2094,4,2,1,0.259,400800,"CROZET"
2006,0,"Good",2884,4,3,0,0.261,499700,"CROZET"
2005,0,"Good",2754,4,3,1,0.251,448600,"CROZET"
2015,0,"Average",2328,3,2,1,0.232,420500,"CROZET"
2008,0,"Good",3888,4,3,2,0.272,644800,"CROZET"
2006,0,"Excellent",3731,5,4,1,0.594,939500,"CROZET"
2011,0,"Excellent",1872,3,3,1,0.083,426100,"CROZET"
2012,0,"Excellent",2120,4,3,1,0.078,438400,"CROZET"
2012,0,"Excellent",2439,4,3,1,0.07,406500,"CROZET"
2012,0,"Average",2118,3,2,1,0.082,406800,"CROZET"
2016,0,"Average",2720,3,3,1,0.077,489800,"CROZET"
2015,0,"Average",4390,4,4,1,0.245,820600,"CROZET"
2015,0,"Average",2847,3,3,2,0.233,640400,"CROZET"
2010,0,"Good",1592,4,3,1,0.057,354900,"CROZET"
2011,0,"Good",1602,4,2,1,0.043,353800,"CROZET"
2006,0,"Good",2314,4,4,1,0.204,564400,"CROZET"
2007,0,"Good",1824,3,2,1,0.065,299500,"CROZET"
2007,0,"Good",2168,5,3,1,0.198,540600,"CROZET"
2007,0,"Good",2403,3,2,1,0.19,492800,"CROZET"
2006,0,"Good",1921,3,2,1,0.112,317300,"CROZET"
2006,0,"Good",1760,3,2,1,0.051,291100,"CROZET"
2006,0,"Average",1796,3,2,1,0.062,301600,"CROZET"
2006,0,"Good",1796,3,2,1,0.064,311300,"CROZET"
1974,0,"Average",2128,3,3,0,3.42,329500,"CHARLOTTESVILLE"
1987,0,"Good",1992,5,3,1,2.976,500200,"CHARLOTTESVILLE"
2009,0,"Excellent",1600,3,3,0,1.507,431100,"CHARLOTTESVILLE"
2001,0,"Good",2861,5,4,0,5,680300,"CHARLOTTESVILLE"
1950,0,"Poor",708,1,1,0,0.78,90100,"CHARLOTTESVILLE"
1975,2016,"Good",5419,4,5,1,15.63,1636900,"CHARLOTTESVILLE"
1985,0,"Good",3919,4,3,1,3.622,718300,"CHARLOTTESVILLE"
1958,0,"Average",2151,4,3,1,1.39,409000,"CHARLOTTESVILLE"
1998,0,"Good",2923,4,2,1,6.69,677700,"CHARLOTTESVILLE"
1983,2010,"Good",2240,4,2,1,1.462,422600,"CHARLOTTESVILLE"
1912,2008,"Excellent",3808,3,3,1,1.4,1096600,"CHARLOTTESVILLE"
1950,1976,"Average",624,2,1,0,1.001,133500,"CHARLOTTESVILLE"
1944,0,"Average",1529,4,2,0,0.5,168200,"CHARLOTTESVILLE"
1900,0,"Fair",1754,4,1,1,0.5,187000,"CHARLOTTESVILLE"
1955,0,"Average",796,2,1,0,0.68,179600,"CHARLOTTESVILLE"
1980,0,"Average",2060,6,3,1,1.32,375400,"CHARLOTTESVILLE"
1975,0,"Average",1900,3,2,2,1.06,392800,"CHARLOTTESVILLE"
1977,0,"Average",2977,5,3,1,2.019,544200,"CHARLOTTESVILLE"
1977,0,"Average",2814,4,2,1,2.117,520200,"CHARLOTTESVILLE"
1976,0,"Fair",2352,4,2,2,2.07,463700,"CHARLOTTESVILLE"
1984,0,"Average",2352,4,2,1,0.958,490300,"CHARLOTTESVILLE"
1981,0,"Average",2816,4,2,1,1.171,528600,"CHARLOTTESVILLE"
1985,0,"Average",3456,4,3,0,2.52,603500,"CHARLOTTESVILLE"
1980,0,"Average",1927,3,1,2,2.53,429500,"CHARLOTTESVILLE"
1972,1979,"Good",1952,4,3,1,3.51,755100,"CHARLOTTESVILLE"
1983,1999,"Good",3226,4,4,1,1.257,619300,"CHARLOTTESVILLE"
1980,2003,"Good",2740,4,3,0,0.918,543800,"CHARLOTTESVILLE"
1985,0,"Average",2297,4,2,1,2.28,506400,"CHARLOTTESVILLE"
1986,0,"Average",2178,4,2,1,4.71,457000,"CHARLOTTESVILLE"
1985,0,"Average",2297,4,2,2,2.02,531800,"CHARLOTTESVILLE"
1985,0,"Average",1589,3,2,0,2.053,374700,"CHARLOTTESVILLE"
1985,0,"Average",1959,3,2,0,2.08,410400,"CHARLOTTESVILLE"
1985,0,"Average",2960,4,2,1,2.08,552200,"CHARLOTTESVILLE"
1985,0,"Average",3086,3,2,1,2.1,583800,"CHARLOTTESVILLE"
1986,0,"Average",3003,4,3,1,2.08,565900,"CHARLOTTESVILLE"
1986,0,"Average",2913,3,2,1,2.52,561200,"CHARLOTTESVILLE"
1986,0,"Average",3043,4,3,1,3.36,459100,"CHARLOTTESVILLE"
2015,0,"Average",3641,4,4,1,2,1107800,"CHARLOTTESVILLE"
2001,0,"Good",4371,5,5,1,2.98,926800,"CHARLOTTESVILLE"
2003,0,"Average",3055,5,4,2,3.6,824500,"CHARLOTTESVILLE"
1952,1960,"Average",2612,3,2,1,2.3,426300,"CHARLOTTESVILLE"
1900,0,"Good",3905,3,2,1,2.748,710400,"CHARLOTTESVILLE"
2003,0,"Average",4208,4,3,2,2.061,1294300,"CHARLOTTESVILLE"
2012,0,"Good",2605,3,3,1,2.14,647800,"CHARLOTTESVILLE"
1925,0,"Fair",1710,2,2,0,0.54,284700,"CHARLOTTESVILLE"
1973,0,"Average",2579,4,2,1,1.55,538000,"CHARLOTTESVILLE"
1986,0,"Average",2401,3,3,1,2.34,661800,"CHARLOTTESVILLE"
1960,0,"Average",2378,4,4,0,1.72,592200,"CHARLOTTESVILLE"
1973,0,"Average",2408,4,2,1,1.54,479700,"CHARLOTTESVILLE"
1971,0,"Good",2318,5,3,0,1.638,530300,"CHARLOTTESVILLE"
1971,2003,"Average",2530,4,4,0,1.687,602300,"CHARLOTTESVILLE"
1956,0,"Fair",1664,5,2,0,2.238,274100,"CHARLOTTESVILLE"
1988,0,"Average",2843,4,3,1,1.064,503000,"CHARLOTTESVILLE"
1983,0,"Average",2464,4,2,1,1.084,459000,"CHARLOTTESVILLE"
1987,0,"Average",2102,4,2,1,1.227,400200,"CHARLOTTESVILLE"
1978,2006,"Good",4488,4,4,1,1.311,1094500,"CHARLOTTESVILLE"
1978,0,"Average",4099,4,3,1,1.25,892800,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Average",512,1,1,0,0,52100,"CHARLOTTESVILLE"
1970,0,"Average",512,1,1,0,0,52100,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Average",950,3,2,0,0,64400,"CHARLOTTESVILLE"
1970,0,"Average",1176,3,2,1,0,77900,"CHARLOTTESVILLE"
1970,0,"Average",816,2,1,0,0,63200,"CHARLOTTESVILLE"
1970,0,"Good",740,2,1,0,0,62700,"CHARLOTTESVILLE"
1970,0,"Average",740,2,1,0,0,60500,"CHARLOTTESVILLE"
1970,0,"Average",740,2,2,0,0,62700,"CHARLOTTESVILLE"
1970,0,"Average",726,1,1,0,0,57700,"CHARLOTTESVILLE"
1958,0,"Average",2742,5,3,1,0,351400,"CHARLOTTESVILLE"
1963,0,"Good",1539,3,3,0,0,358700,"CHARLOTTESVILLE"
1965,0,"Average",1566,5,3,0,0,286300,"CHARLOTTESVILLE"
1965,0,"Average",2015,5,3,0,0,402400,"CHARLOTTESVILLE"
1953,2005,"Average",912,3,1,0,0.339,223900,"CHARLOTTESVILLE"
1952,0,"Average",1235,3,1,1,0,237000,"CHARLOTTESVILLE"
1952,0,"Average",1046,3,1,0,0,222400,"CHARLOTTESVILLE"
1979,0,"Average",1230,3,1,1,0.083,158100,"CHARLOTTESVILLE"
1979,0,"Average",1230,3,1,1,0.085,158100,"CHARLOTTESVILLE"
1979,0,"Good",1230,3,1,1,0.097,159200,"CHARLOTTESVILLE"
1956,0,"Fair",784,2,1,0,0.36,215300,"CHARLOTTESVILLE"
1983,0,"Fair",861,2,1,0,0,78500,"CHARLOTTESVILLE"
1983,0,"Fair",854,2,1,0,0,78500,"CHARLOTTESVILLE"
1967,0,"Average",1019,3,2,0,0,117000,"CHARLOTTESVILLE"
1980,0,"Good",1996,4,2,1,0.196,337800,"CHARLOTTESVILLE"
1983,0,"Average",1230,3,1,1,0.127,200700,"CHARLOTTESVILLE"
1980,0,"Average",1376,3,3,0,0.3,298200,"CHARLOTTESVILLE"
1979,0,"Average",1320,3,1,2,0.096,213300,"CHARLOTTESVILLE"
1880,1992,"Average",1717,3,1,0,2.08,256800,"CHARLOTTESVILLE"
1961,2013,"Good",2047,4,2,0,1.249,336600,"CHARLOTTESVILLE"
1991,0,"Good",2777,3,2,1,6.099,546000,"CHARLOTTESVILLE"
1967,1988,"Good",2510,3,3,0,6.254,659300,"CHARLOTTESVILLE"
1952,1981,"Good",2896,4,3,1,6.11,716500,"CHARLOTTESVILLE"
1993,0,"Average",2524,4,4,1,2.001,494900,"CHARLOTTESVILLE"
2003,0,"Good",3479,4,4,0,4.15,655100,"CHARLOTTESVILLE"
2008,0,"Excellent",2384,3,2,1,2,298700,"CHARLOTTESVILLE"
1986,0,"Good",3631,3,3,1,17.581,869700,"CHARLOTTESVILLE"
1973,0,"Good",1634,3,2,1,13.37,660900,"CHARLOTTESVILLE"
1870,0,"Fair",1825,2,1,0,172.41,1612500,"CHARLOTTESVILLE"
1977,2009,"Average",3618,4,4,1,4.069,511400,"CHARLOTTESVILLE"
1980,0,"Good",2710,4,2,1,2,540300,"CHARLOTTESVILLE"
1979,0,"Average",1200,3,3,0,2,292600,"CHARLOTTESVILLE"
1978,0,"Good",1344,3,3,0,2,339000,"CHARLOTTESVILLE"
1991,0,"Average",1920,3,3,0,2.007,392000,"CHARLOTTESVILLE"
1988,0,"Average",2112,3,3,0,4.633,367900,"CHARLOTTESVILLE"
1994,0,"Good",2031,3,2,1,0.431,372500,"CHARLOTTESVILLE"
1993,0,"Good",1433,2,2,0,0.141,219900,"CHARLOTTESVILLE"
1992,0,"Good",2047,3,2,1,0.264,307500,"CHARLOTTESVILLE"
1995,0,"Good",2057,3,2,1,0.14,289500,"CHARLOTTESVILLE"
1994,0,"Good",1208,3,2,0,0.187,229400,"CHARLOTTESVILLE"
1993,0,"Good",1232,2,2,0,0.169,224400,"CHARLOTTESVILLE"
1994,0,"Good",1893,3,2,1,0.18,252300,"CHARLOTTESVILLE"
1997,0,"Good",1685,3,2,0,0.142,248300,"CHARLOTTESVILLE"
1997,0,"Good",1837,3,2,1,0.225,262900,"CHARLOTTESVILLE"
1999,0,"Good",1989,3,2,0,0.255,280300,"CHARLOTTESVILLE"
1950,0,"Average",1184,3,1,0,0.59,173500,"CHARLOTTESVILLE"
2003,0,"Good",3742,5,4,1,5,926200,"CHARLOTTESVILLE"
1986,0,"Average",1056,3,2,0,0.3304,274800,"CHARLOTTESVILLE"
1977,0,"Average",1225,3,2,1,0.2918,273000,"CHARLOTTESVILLE"
1985,0,"Average",1120,2,2,0,0,205300,"CHARLOTTESVILLE"
1986,0,"Average",1079,2,2,0,0,163600,"CHARLOTTESVILLE"
1986,0,"Average",1156,2,2,0,0,169600,"CHARLOTTESVILLE"
1987,0,"Average",1480,2,1,1,0,169500,"CHARLOTTESVILLE"
1990,0,"Average",1428,2,2,1,0,173300,"CHARLOTTESVILLE"
1990,0,"Average",1428,2,2,1,0,172100,"CHARLOTTESVILLE"
1994,0,"Average",1565,3,2,0,0,273400,"CHARLOTTESVILLE"
1991,0,"Average",1625,3,2,1,0,232300,"CHARLOTTESVILLE"
1996,0,"Average",1152,2,1,0,0.044,187200,"CHARLOTTESVILLE"
1950,0,"Average",1512,4,1,0,0.97,183200,"CHARLOTTESVILLE"
1983,0,"Average",2139,2,3,0,5.956,746100,"CHARLOTTESVILLE"
1987,0,"Average",1298,3,2,1,24.48,654000,"CHARLOTTESVILLE"
2004,0,"Good",2256,3,3,1,2.005,480800,"CHARLOTTESVILLE"
1991,0,"Average",2217,3,2,1,2.001,370300,"CHARLOTTESVILLE"
1967,0,"Average",1829,3,4,0,1.186,302500,"CHARLOTTESVILLE"
1977,0,"Average",1260,4,2,2,2.529,280700,"CHARLOTTESVILLE"
1981,0,"Average",1794,3,3,0,2.933,342800,"CHARLOTTESVILLE"
1973,0,"Average",1271,4,3,0,0.5812,307600,"CHARLOTTESVILLE"
1979,0,"Average",1425,3,2,0,1.7157,295800,"CHARLOTTESVILLE"
2012,0,"Excellent",1796,5,3,1,0.72,333200,"CHARLOTTESVILLE"
1963,0,"Average",1107,3,2,1,0.317,248100,"CHARLOTTESVILLE"
1973,0,"Average",882,2,1,0,0,120800,"CHARLOTTESVILLE"
1973,0,"Average",625,1,1,0,0,102200,"CHARLOTTESVILLE"
2003,0,"Good",1296,2,2,1,0.026,218900,"CHARLOTTESVILLE"
1973,0,"Average",1293,4,3,0,1.5622,309900,"CHARLOTTESVILLE"
1973,0,"Average",1872,3,2,0,0.8192,331900,"CHARLOTTESVILLE"
1960,0,"Average",2083,4,3,1,1.0949,406300,"CHARLOTTESVILLE"
1973,0,"Average",1767,3,2,0,0.551,323700,"CHARLOTTESVILLE"
1961,0,"Average",1594,3,3,0,0.9321,358900,"CHARLOTTESVILLE"
1964,2008,"Good",2298,3,4,0,1.852,379300,"CHARLOTTESVILLE"
1966,0,"Average",1916,3,3,0,1.918,365200,"CHARLOTTESVILLE"
1965,0,"Average",1804,3,2,0,0,362200,"CHARLOTTESVILLE"
1986,0,"Good",3173,3,3,1,5,523800,"CHARLOTTESVILLE"
2000,0,"Good",2250,3,1,1,2,449200,"CHARLOTTESVILLE"
1986,0,"Good",4180,3,3,1,8.87,1271800,"CHARLOTTESVILLE"
1999,0,"Average",5209,4,5,1,2.657,1096400,"CHARLOTTESVILLE"
1997,0,"Average",3501,4,3,1,2.755,947400,"CHARLOTTESVILLE"
2004,0,"Good",3438,4,4,2,2.082,1058800,"CHARLOTTESVILLE"
1967,0,"Average",3600,4,5,0,1.5,802300,"CHARLOTTESVILLE"
1920,0,"Average",2310,4,1,0,2.058,476000,"CHARLOTTESVILLE"
1965,1998,"Good",6034,6,3,2,6.077,2233000,"CHARLOTTESVILLE"
1971,0,"Good",3545,5,4,1,1.525,864600,"CHARLOTTESVILLE"
1977,0,"Average",2359,3,2,1,1.97,609100,"CHARLOTTESVILLE"
1964,0,"Good",2288,5,3,1,2.711,659500,"CHARLOTTESVILLE"
1971,0,"Good",2118,6,3,0,3.01,684000,"CHARLOTTESVILLE"
1990,0,"Average",2872,4,2,1,0,642000,"CHARLOTTESVILLE"
1962,0,"Average",1671,3,2,0,1.35,491100,"CHARLOTTESVILLE"
1970,0,"Average",1602,4,2,0,1.394,235600,"CHARLOTTESVILLE"
1975,0,"Average",2264,4,3,0,6.52,503300,"CHARLOTTESVILLE"
1975,0,"Average",3662,5,3,0,2.221,936000,"CHARLOTTESVILLE"
1983,0,"Good",3000,4,3,1,3.633,1174100,"CHARLOTTESVILLE"
1970,0,"Average",3736,4,5,0,1.19,1392400,"CHARLOTTESVILLE"
1969,0,"Good",1953,3,2,1,0.316,650600,"CHARLOTTESVILLE"
1982,2010,"Good",3298,3,3,1,0,1037300,"CHARLOTTESVILLE"
1998,0,"Average",3021,3,3,0,0.167,779100,"CHARLOTTESVILLE"
1994,0,"Average",2814,2,3,1,0.244,853500,"CHARLOTTESVILLE"
1984,0,"Average",1828,3,2,0,0,531900,"CHARLOTTESVILLE"
1984,2003,"Good",2717,3,2,1,0,850200,"CHARLOTTESVILLE"
1986,0,"Average",1066,2,2,1,0,539300,"CHARLOTTESVILLE"
1990,0,"Average",3170,4,4,0,0.216,961400,"CHARLOTTESVILLE"
1982,2002,"Good",1495,2,2,0,0,705800,"CHARLOTTESVILLE"
1986,2011,"Average",2721,3,2,1,0,760500,"CHARLOTTESVILLE"
1986,0,"Average",3895,3,3,1,0,1170900,"CHARLOTTESVILLE"
1979,0,"Average",1725,3,2,0,3.03,408000,"CHARLOTTESVILLE"
1980,0,"Average",1484,3,2,0,2.81,194500,"CHARLOTTESVILLE"
1974,0,"Good",2850,4,3,0,2.925,758600,"CHARLOTTESVILLE"
2004,0,"Good",1656,3,2,0,0.258,296500,"CHARLOTTESVILLE"
1974,0,"Average",1026,4,1,1,1.866,318500,"CHARLOTTESVILLE"
1988,0,"Average",1259,2,1,1,2.79,214600,"CHARLOTTESVILLE"
1960,1988,"Average",2246,4,3,1,3.701,570700,"CHARLOTTESVILLE"
1940,0,"Good",2497,3,3,0,2.6,604600,"CHARLOTTESVILLE"
2013,0,"Excellent",3220,3,2,1,2.07,603500,"CHARLOTTESVILLE"
1994,0,"Good",2874,3,2,1,6.59,774200,"CHARLOTTESVILLE"
2004,2016,"Excellent",5939,5,3,2,28.77,2663400,"CHARLOTTESVILLE"
1982,0,"Good",4169,4,3,1,2.44,875200,"CHARLOTTESVILLE"
1989,0,"Good",3669,4,3,2,3.866,751500,"CHARLOTTESVILLE"
1920,1960,"Average",2333,4,2,0,5.595,589400,"CHARLOTTESVILLE"
1972,0,"Good",2537,5,3,0,7.96,687600,"CHARLOTTESVILLE"
1985,0,"Average",1933,3,2,1,1.774,416100,"CHARLOTTESVILLE"
1985,0,"Average",2160,4,2,1,1.492,401300,"CHARLOTTESVILLE"
1986,0,"Good",2386,5,3,1,3.885,543700,"CHARLOTTESVILLE"
1993,0,"Average",2481,3,3,1,3.32,642900,"CHARLOTTESVILLE"
2000,0,"Average",3860,4,3,1,2.603,792400,"CHARLOTTESVILLE"
1984,0,"Average",2174,3,2,1,2.068,721200,"CHARLOTTESVILLE"
1992,0,"Good",3180,5,3,1,5.712,1101500,"CHARLOTTESVILLE"
1983,0,"Average",2053,3,2,1,5.995,593800,"CHARLOTTESVILLE"
1972,0,"Average",2361,4,4,0,1.34,435200,"CHARLOTTESVILLE"
1972,0,"Average",1326,3,2,0,1.23,317300,"CHARLOTTESVILLE"
1961,0,"Average",1962,3,2,0,0.9627,355900,"CHARLOTTESVILLE"
1960,0,"Average",1734,4,3,0,0,321100,"CHARLOTTESVILLE"
1969,0,"Average",2465,4,3,0,1.2612,428600,"CHARLOTTESVILLE"
1988,0,"Average",2194,4,3,0,2.344,461300,"CHARLOTTESVILLE"
1968,0,"Average",2376,4,3,0,0,361500,"CHARLOTTESVILLE"
1969,0,"Average",2164,4,2,0,0,349400,"CHARLOTTESVILLE"
1977,0,"Average",1748,2,2,0,0,314100,"CHARLOTTESVILLE"
1987,0,"Average",2835,4,3,1,3.66,577800,"CHARLOTTESVILLE"
1974,0,"Average",2272,3,2,0,0,338700,"CHARLOTTESVILLE"
1962,0,"Average",1326,4,2,0,0,288300,"CHARLOTTESVILLE"
1983,0,"Average",960,2,1,1,0,176800,"CHARLOTTESVILLE"
1984,0,"Average",880,2,1,0,0,180600,"CHARLOTTESVILLE"
1989,0,"Average",1122,2,1,1,0,155600,"CHARLOTTESVILLE"
1989,0,"Average",1070,3,2,0,0,157800,"CHARLOTTESVILLE"
1991,0,"Average",1073,3,2,0,0,155600,"CHARLOTTESVILLE"
1986,0,"Average",1436,3,2,1,0,225300,"CHARLOTTESVILLE"
1992,0,"Good",1756,2,2,1,0,262400,"CHARLOTTESVILLE"
